#Instrument,Date,Time,Record Type,Price,Volume,Undisclosed Volume,Value,Qualifiers,Trans ID,Bid ID,Ask ID,Bid/Ask,Entry Time,Old Price,Old Volume,Buyer Broker ID,Seller Broker ID
RED,20110228,00:00:00.000,ENTER,0.200,15000,0,3000,,0,,5940702011099096704,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.200,3300,0,660,,0,,5940304262768112155,A,,,,,144
RED,20110228,00:00:00.000,ENTER,0.200,20000,0,4000,,0,,5943075306947516434,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.200,40000,0,8000,,0,,5943075306947518591,A,,,,,150
RED,20110228,00:00:00.000,ENTER,0.200,20000,0,4000,,0,,5943075306948329229,A,,,,,144
RED,20110228,00:00:00.000,ENTER,0.200,12500,0,2500,,0,,5940304262767881162,A,,,,,255
RED,20110228,00:00:00.000,ENTER,0.200,48275,0,9655,,0,,5944532709610134201,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.200,10000,0,2000,,0,,5944532709610135633,A,,,,,144
RED,20110228,00:00:00.000,ENTER,0.200,124750,0,24950,,0,,5945054427877522045,A,,,,,638
RED,20110228,00:00:00.000,ENTER,0.200,250000,0,50000,,0,,5945451901330968928,A,,,,,144
RED,20110228,00:00:00.000,ENTER,0.200,30000,0,6000,,0,,5947401060569613363,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.200,11450,0,2290,,0,,5947822448400463457,A,,,,,144
RED,20110228,00:00:00.000,ENTER,0.200,70000,0,14000,,0,,5948220471610005736,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.200,25000,0,5000,,0,,5948619594330604026,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.200,20000,0,4000,,0,,5949011845103785291,A,,,,,144
RED,20110228,00:00:00.000,ENTER,0.205,150000,0,30750,,0,,5928820688450518058,A,,,,,406
RED,20110228,00:00:00.000,ENTER,0.205,200000,0,41000,,0,,5929610137797965441,A,,,,,638
RED,20110228,00:00:00.000,ENTER,0.205,15000,0,3075,,0,,5940702011098958349,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.205,25000,0,5125,,0,,5941782281273966539,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.205,27000,0,5535,,0,,5942279535406913052,A,,,,,144
RED,20110228,00:00:00.000,ENTER,0.205,18000,0,3690,,0,,5946243824580861686,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.210,208,0,43.68,,0,,5926025455013496318,A,,,,,255
RED,20110228,00:00:00.000,ENTER,0.210,34000,0,7140,,0,,5930776444757116999,A,,,,,255
RED,20110228,00:00:00.000,ENTER,0.210,100000,0,21000,,0,,5930776444757128489,A,,,,,113
RED,20110228,00:00:00.000,ENTER,0.210,50000,0,10500,,0,,5939908163704680357,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.210,23500,0,4935,,0,,5939908163704755564,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.210,83333,0,17499.93,,0,,5940304262767685619,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.210,180000,0,37800,,0,,5940304262767836424,A,,,,,361
RED,20110228,00:00:00.000,ENTER,0.210,15000,0,3150,,0,,5942279535406910357,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.210,27000,0,5670,,0,,5942279535406912205,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.210,10000,0,2100,,0,,5944532709611267635,A,,,,,144
RED,20110228,00:00:00.000,ENTER,0.210,244330,0,51309.3,,0,,5945054427878209784,A,,,,,144
RED,20110228,00:00:00.000,ENTER,0.210,20000,0,4200,,0,,5939513988785147779,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.210,12000,0,2520,,0,,5948619594330587318,A,,,,,638
RED,20110228,00:00:00.000,ENTER,0.215,21500,0,4622.5,,0,,5924068049438217489,A,,,,,266
RED,20110228,00:00:00.000,ENTER,0.215,100000,0,21500,,0,,5924068049438300822,A,,,,,147
RED,20110228,00:00:00.000,ENTER,0.215,80000,0,17200,,0,,5928400400129847868,A,,,,,638
RED,20110228,00:00:00.000,ENTER,0.215,200000,0,43000,,0,,5935157998594910451,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.215,10000,0,2150,,0,,5940304262768283473,A,,,,,638
RED,20110228,00:00:00.000,ENTER,0.215,10000,0,2150,,0,,5940304262769124508,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.215,25487,0,5479.705,,0,,5940702011099290575,A,,,,,638
RED,20110228,00:00:00.000,ENTER,0.215,150000,0,32250,,0,,5941782281274485919,A,,,,,412
RED,20110228,00:00:00.000,ENTER,0.215,456229,0,98089.235,,0,,5942679207884425558,A,,,,,144
RED,20110228,00:00:00.000,ENTER,0.215,10000,0,2150,,0,,5945054427877524562,A,,,,,238
RED,20110228,00:00:00.000,ENTER,0.215,12000,0,2580,,0,,5943075306947665323,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.215,100000,0,21500,,0,,5948220471610025779,A,,,,,677
RED,20110228,00:00:00.000,ENTER,0.220,1000000,0,220000,,0,,9410847970257868845,A,,,,,254
RED,20110228,00:00:00.000,ENTER,0.220,100000,0,22000,,0,,5926025455013509243,A,,,,,266
RED,20110228,00:00:00.000,ENTER,0.220,30000,0,6600,,0,,5930776444758174966,A,,,,,266
RED,20110228,00:00:00.000,ENTER,0.220,115000,0,25300,,0,,5936739371192878730,A,,,,,412
RED,20110228,00:00:00.000,ENTER,0.220,10000,0,2200,,0,,5939094250221395376,A,,,,,266
RED,20110228,00:00:00.000,ENTER,0.220,27000,0,5940,,0,,5940702011099014885,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.220,10000,0,2200,,0,,5940702011099419942,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.220,40000,0,8800,,0,,5941782281273286090,A,,,,,154
RED,20110228,00:00:00.000,ENTER,0.220,200000,0,44000,,0,,5943470856255680385,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.220,35000,0,7700,,0,,5945054427877512852,A,,,,,144
RED,20110228,00:00:00.000,ENTER,0.220,16882,0,3714.04,,0,,5947822448402005073,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.220,30000,0,6600,,0,,5948220471610090829,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.225,4950,0,1113.75,,0,,5940304262767961264,A,,,,,255
RED,20110228,00:00:00.000,ENTER,0.225,100000,0,22500,,0,,5942679207883612592,A,,,,,638
RED,20110228,00:00:00.000,ENTER,0.230,88000,0,20240,,0,,5917735961973798805,A,,,,,412
RED,20110228,00:00:00.000,ENTER,0.230,30000,0,6900,,0,,5940304262768225600,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.230,13000,0,2990,,0,,5940304262768628020,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.235,30000,0,7050,,0,,5926838818740148362,A,,,,,638
RED,20110228,00:00:00.000,ENTER,0.235,50000,0,11750,,0,,5947401060569103841,A,,,,,638
RED,20110228,00:00:00.000,ENTER,0.240,5000,0,1200,,0,,10718440988867815412,A,,,,,638
RED,20110228,00:00:00.000,ENTER,0.240,100000,0,24000,,0,,5918138108351654514,A,,,,,412
RED,20110228,00:00:00.000,ENTER,0.240,17142,0,4114.08,,0,,5940304262767942473,A,,,,,244
RED,20110228,00:00:00.000,ENTER,0.240,52000,0,12480,,0,,5941782281273480813,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.240,5250,0,1260,,0,,5948220471610485651,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.245,34000,0,8330,,0,,5918536406438813182,A,,,,,266
RED,20110228,00:00:00.000,ENTER,0.250,3000,0,750,,0,,5940702011098958910,A,,,,,140
RED,20110228,00:00:00.000,ENTER,0.255,20000,0,5100,,0,,5944532709610958831,A,,,,,638
RED,20110228,00:00:00.000,ENTER,0.270,20000,0,5400,,0,,5949011845104082432,A,,,,,144
RED,20110228,00:00:00.000,ENTER,0.280,200000,0,56000,,0,,5943470856255610939,A,,,,,140
RED,20110228,07:00:07.142,ENTER,0.180,50001,0,9000.18,,0,5950172104748994927,,B,,,,140,
RED,20110228,07:00:52.605,ENTER,0.180,4355,0,783.9,,0,5950172104748996011,,B,,,,266,
RED,20110228,07:01:00.827,ENTER,0.220,8000,0,1760,,0,,5950172104748996217,A,,,,,140
RED,20110228,07:01:17.008,ENTER,0.170,10000,0,1700,,0,5950172104748996589,,B,,,,140,
RED,20110228,07:01:21.668,DELETE,,,,,,0,5939094250221260996,,B,,,,140,
RED,20110228,07:01:27.022,ENTER,0.220,5500,0,1210,,0,,5950172104748996783,A,,,,,140
RED,20110228,07:01:28.074,AMEND,0.175,17143,,3000.025,,0,5949011845103812224,,B,00:00:00,0.170,17647,144,
RED,20110228,07:02:06.716,ENTER,0.305,40538,0,12364.09,,0,,5950172104748997605,A,,,,,140
RED,20110228,07:02:51.795,ENTER,0.195,30000,0,5850,,0,,5950172104748998559,A,,,,,140
RED,20110228,07:03:07.228,DELETE,,,,,,0,,5945054427877512852,A,,,,,144
RED,20110228,07:03:25.103,DELETE,,,,,,0,5949011845104268202,,B,,,,140,
RED,20110228,07:04:40.260,DELETE,,,,,,0,5948220471609704766,,B,,,,140,
RED,20110228,07:04:40.312,ENTER,0.135,500000,0,67500,,0,5950172104748999631,,B,,,,140,
RED,20110228,07:04:40.320,AMEND,0.155,250000,,38750,,0,5948220471609703856,,B,00:00:00,0.155,500000,140,
RED,20110228,07:04:49.797,ENTER,0.175,39000,0,6825,,0,5950172104748999719,,B,,,,140,
RED,20110228,07:30:00.802,ENTER,0.195,550000,0,107250,,0,5950172104749001682,,B,,,,110,
RED,20110228,07:31:17.047,ENTER,0.250,625000,0,156250,,0,,5950172104749001898,A,,,,,110
RED,20110228,07:54:39.894,ENTER,0.180,50000,0,9000,,0,5950172104749002901,,B,,,,140,
RED,20110228,07:54:39.898,AMEND,0.180,50001,,9000.18,,0,5950172104748994927,,B,07:00:07,0.180,50001,140,
RED,20110228,07:55:13.124,DELETE,,,,,,0,,5949011845104178874,A,,,,,140
RED,20110228,07:55:13.127,AMEND,0.185,50000,,9250,,0,,5948619594331008635,A,00:00:00,0.185,50000,,140
RED,20110228,08:22:12.174,ENTER,0.185,19999,0,3699.815,,0,,5950172104749005486,A,,,,,140
RED,20110228,08:22:12.178,AMEND,0.185,50000,,9250,,0,,5948619594331008635,A,00:00:00,0.185,50000,,140
RED,20110228,08:24:32.445,ENTER,0.305,431848,0,131713.64,,0,,5950172104749005641,A,,,,,140
RED,20110228,08:26:58.380,ENTER,0.175,140000,0,24500,,0,5950172104749005798,,B,,,,140,
RED,20110228,08:49:55.679,ENTER,0.205,75000,0,15375,,0,,5950172104749007116,A,,,,,144
RED,20110228,09:10:34.567,ENTER,0.180,27995,0,5039.1,,0,,5950172104749008806,A,,,,,238
RED,20110228,09:23:53.249,ENTER,0.180,50000,0,9000,,0,,5950172104749010391,A,,,,,678
RED,20110228,09:51:28.652,ENTER,0.180,100000,0,18000,,0,5950172104749015487,,B,,,,119,
RED,20110228,09:56:17.391,ENTER,0.180,50000,0,9000,,0,5950172104749017922,,B,,,,119,
RED,20110228,09:58:12.044,DELETE,,,,,,0,5950172104749015487,,B,,,,119,
RED,20110228,10:00:20.030,DELETE,,,,,,0,,5949011845104043548,A,,,,,638
RED,20110228,10:00:20.098,ENTER,0.190,34000,0,6460,,0,,5950172104749023536,A,,,,,638
RED,20110228,10:04:09.408,ENTER,0.180,150000,0,27000,,0,,5950172104749035692,A,,,,,307
RED,20110228,10:05:50.107,DELETE,,,,,,0,5950172104748994927,,B,,,,140,
RED,20110228,10:05:50.107,DELETE,,,,,,0,5950172104749002901,,B,,,,140,
RED,20110228,10:05:55.018,DELETE,,,,,,0,,5950172104749005486,A,,,,,140
RED,20110228,10:05:55.021,AMEND,0.180,69999,,12599.82,,0,,5948619594331008635,A,00:00:00,0.185,50000,,140
RED,20110228,10:06:32.023,TRADE,0.185,94158,,17419.23,AC,0,5950172104749001682,5949011845103791870,,,,,110,140
RED,20110228,10:06:32.023,TRADE,0.185,50000,,9250,AC,0,5950172104749001682,5949011845104450934,,,,,110,140
RED,20110228,10:06:32.023,TRADE,0.185,27995,,5179.075,AC,0,5950172104749001682,5950172104749008806,,,,,110,238
RED,20110228,10:06:32.023,TRADE,0.185,50000,,9250,AC,0,5950172104749001682,5950172104749010391,,,,,110,678
RED,20110228,10:06:32.023,TRADE,0.185,150000,,27750,AC,0,5950172104749001682,5950172104749035692,,,,,110,307
RED,20110228,10:06:32.023,TRADE,0.185,69999,,12949.815,AC,0,5950172104749001682,5948619594331008635,,,,,110,140
RED,20110228,10:06:32.023,TRADE,0.185,107848,,19951.88,AC,0,5950172104749001682,5948220471611237985,,,,,110,307
RED,20110228,10:07:10.905,ENTER,0.180,125000,0,22500,,0,5950172104749048115,,B,,,,140,
RED,20110228,10:10:32.286,ENTER,0.130,18000,0,2340,,0,5950172104749066572,,B,,,,140,
RED,20110228,10:16:24.603,AMEND,0.190,50000,,9500,,0,,5949011845103784268,A,00:00:00,0.195,50000,,144
RED,20110228,10:23:11.854,ENTER,0.185,5410,0,1000.85,OB0 ,0,5950172104749122229,,B,,,,108,
RED,20110228,10:23:11.854,TRADE,0.185,5410,,1000.85,Bi,0,5950172104749122229,5948220471611237985,,,,,108,307
RED,20110228,10:24:10.605,ENTER,0.180,10000,0,1800,OB0 ,0,,5950172104749126977,A,,,,,144
RED,20110228,10:24:10.605,TRADE,0.180,4355,,783.9,Si,0,5950172104748996011,5950172104749126977,,,,,266,144
RED,20110228,10:24:10.605,TRADE,0.180,5645,,1016.1,Si,0,5950172104749017922,5950172104749126977,,,,,119,144
RED,20110228,10:25:25.578,DELETE,,,,,,0,,5950172104749023536,A,,,,,638
RED,20110228,10:25:25.646,ENTER,0.185,34000,0,6290,,0,,5950172104749132571,A,,,,,638
RED,20110228,10:27:21.607,ENTER,0.185,20000,0,3700,ML OB0 ,0,5950172104749139985,,B,,,,412,
RED,20110228,10:27:21.607,TRADE,0.185,20000,,3700,Bi,0,5950172104749139985,5948220471611237985,,,,,412,307
RED,20110228,10:27:49.494,ENTER,0.185,100000,0,18500,,0,,5950172104749142410,A,,,,,307
RED,20110228,10:30:36.638,ENTER,0.170,23230,0,3949.1,,0,5950172104749155367,,B,,,,345,
RED,20110228,10:32:07.586,ENTER,0.190,85000,0,16150,,0,,5950172104749161935,A,,,,,140
RED,20110228,10:32:10.040,ENTER,0.185,1700,0,314.5,,0,,5950172104749162115,A,,,,,299
RED,20110228,10:32:18.897,ENTER,0.190,40000,0,7600,,0,,5950172104749163103,A,,,,,144
RED,20110228,10:33:47.201,ENTER,0.170,70000,0,11900,,0,5950172104749169254,,B,,,,140,
RED,20110228,10:36:10.527,DELETE,,,,,,0,,5948619594330604026,A,,,,,140
